,Publisher
10217,National Storytelling Network
10218,National Textbook Co
10219,National Textbook Company
10220,National Trust
10221,National Writers Press
10222,National Yiddish Book Center
10223,Native Amer Books Distributor
10224,Natl Academy Pr
10225,Natl Academy of Science
10226,Natl Assn for the Education
10227,Natl Assn of the Deaf
10228,Natl Book Network
10229,Natl Book Network (J)
10230,Natl Braille Pr
10231,Natl Commission on Teaching  Amer
10232,Natl Consumer Law Center
10233,Natl Council of Teachers
10234,Natl Council of Teachers of
10235,Natl Education Assn
10236,Natl Gallery of Art
10237,Natl Geographic Society
10238,Natl Pub
10239,Natl Reference Inst Pubns
10240,Natl Science Teachers Assn
10241,Natl Seafood Educators
10242,Natl Seminars Pubns
10243,Natl Underwriter Co
10244,Natl Wildlife Federation
10245,Natl Womens Christian
10246,Natural Heritage
10247,Natural History Museum
10248,Natural History Press
10249,Natural History Publications (Borneo)
10250,"Natural History Publications (Borneo) Sdn. Bhd.  Koktas Sabah, Ranau, Sabah, Malaysia"
10251,"Natural History Publications in association with Science and Technology Unit, Sabah"
10252,Natural Meals Publishing
10253,Natural Pr
10254,Natural Wisdom Press
10255,Nature Study Guild Publishers
10256,Nature of Wellness
10257,Naturegraph Publishers
10258,Naumann  GÃ?Â¶bel
10259,"Naumann u. GÃ?Â¶bel, K."
10260,Nautical  Aviation Pub Co of Amer
10261,Nautical  Aviation Publishing Company of Ame
10262,Nautical and Aviation Pub. Co.
10263,Nauticalia Limited
10264,NavPress
10265,Navajo Curriculum Center
10266,Naval Inst Pr
10267,Naval Institute Pr
10268,Naval Institute Press
10269,Navarre Corp
10270,Navillus Pr
10271,Navpress
10272,Navpress Publishing Group
10273,Naxos Audiobooks Ltd.
10274,Naylor Co
10275,Nazarene Pub House
10276,Nazca Plains Corp
10277,Nbm Pub Co
10278,Nde Pub
10279,NeWest Press
10280,Neal-Schuman Publishers
10281,Necro Pubns
10282,Necronomicom Press
10283,Necronomicon Pr
10284,Necronomicon Press
10285,Need
10286,Need de Lingenti Maria L.
10287,Needlecraft Shop
10288,Neelie Pub
10289,Neighborhood Press Publishing
10290,Neighbors Publishing
10291,Neil Wilson Publishing
10292,Neil a Kjos Music Co
10293,Nelson
10294,Nelson Bibles
10295,Nelson Books
10296,Nelson Canada
10297,Nelson Communications
10298,Nelson Doubleday Inc
10299,Nelson Reference
10300,Nelson Thornes
10301,Nelson Thornes (Publishers) Ltd
10302,"Nelson, Thomas@ Publishing Co"
10303,Nelson-Hall
10304,Nelson-Hall Publishers
10305,Nelsonword Publishing Group
10306,Nemo Press
10307,Nemsi Books
10308,Nepotist Books
10309,Neptune Press
10310,Nero Pub Co
10311,Nesfa Press
10312,Neske
10313,Nettle Creek Publishing Co
10314,Nettlepatch Press
10315,"Network Marketing Tutor, Inc."
10316,Neu Leben
10317,Neue Kritik
10318,"Neue Wirtsch.-B., He."
10319,"Neuer Kaiser V., Klf."
10320,Neuer Kaiser Verlag
10321,Neuer Malik
10322,Neues Leben
10323,Nevermore Pr
10324,Neville Douglas Publishers
10325,"Nevins Publishing Company, Incorporated"
10326,New Acropolis Cultural Assn
10327,New Amer Library
10328,New Amer Library (Mm)
10329,New Amer Library Classics
10330,New Amer Library Classics (Mm)
10331,New American Library
10332,New American Library / Signet
10333,New American Library of Canada
10334,New Amsterdam Books
10335,New Amsterdam Pr
10336,New Beacon Books
10337,New Beginnings Publications
10338,New Benjamin Franklin House
10339,New Berlin Co
10340,New Burlington Books
10341,New Canadian Library
10342,New Century Pr
10343,New Century Press
10344,New Chapter Press
10345,New City Press
10346,New Concepts Pub
10347,New Dawn PR
10348,New Dawn Publishing (MN)
10349,New Day Pr
10350,New Democracy Books
10351,New Dimensions in Education (CT)
10352,New Directions Bibelot
10353,New Directions Pub. Corp.
10354,New Directions Publishing Corporation
10355,New Endeavour Press
10356,New England Cartographics
10357,New England Pr
10358,New England Press
10359,New England Science Fiction Association
10360,New English Library
10361,New Era Publications UK Ltd
10362,New Falcon Publications
10363,New Family Traditions
10364,New Future Publishing
10365,New Guild
10366,New Harbinger Publications
10367,New Harbinger Pubns Inc
10368,New Holland
10369,New Holland Publishers (NZ)
10370,New Holland Publishers (Nz)
10371,New Holland Publishers (UK) LTD
10372,New Holland Publishers (UK) Ltd
10373,New Holland Publishers Pty Ltd (AUS)
10374,"New Holland Publishers, Ltd."
10375,New Hope Books
10376,New Hope Press (PA)
10377,New Hope Publishers (AL)
10378,New Hope Publishing (CA)
10379,New Horizon Press Publishers
10380,New Internationalist Publications
10381,New Island Books
10382,New Issues Poetry Press
10383,New Jersey Monthly Press
10384,New Leaf Books
10385,New Leaf Distributing Company
10386,New Leaf Distributors
10387,New Leaf Pr
10388,New Leaf Press
10389,New Leaf Press (AR)
10390,New League Library
10391,New Life Foundation
10392,New Life Images
10393,New Life Publications
10394,New Life Publishers
10395,New Media German Language
10396,New Messenger Books
10397,New Millenium Audio
10398,New Millenium Pr
10399,New Millennium
10400,New Millennium Audio
10401,New Millennium Library
10402,New Millennium Press
10403,New Mouth from the Dirty South
10404,New Namibia Books
10405,New Orchards Editions
10406,New Orleans Scriptorium Publishing House
10407,New Page Books
10408,New Paradigm
10409,New Press
10410,New Puritan Library
10411,New Readers Pr
10412,New Readers Press
10413,New Republic Books
10414,New Riders
10415,New Riders Publishing
10416,New Rivers Press
10417,New Seasons
10418,New Seasons Pub
10419,New Society Pub
10420,New Society Publishers
10421,New South Wales Univ Pr Ltd
10422,New Star Books
10423,New Star Media Inc
10424,"New Trends Publishing, Incorporated"
10425,New Victoria Pub
10426,New Victoria Publishers
10427,New Video Group Inc
10428,New View Publications
10429,New View Pubns
10430,New Viewpoints
10431,New West House Pub
10432,New Win Pub
10433,New Win Publishing
10434,New Win+publishing
10435,New Wine Ministries
10436,New Women's Press
10437,New World Library
10438,New World Press
10439,New World Pub
10440,New World Publications
10441,New York Academy of Sciences
10442,New York Graphic Society
10443,New York Graphic Society Books
10444,New York New Jersey Trail
10445,New York Public Library
10446,New York Review Children's Collection
10447,New York Review of Books
10448,New York Univ Pr
10449,New York University Press
10450,New York Zoetrope
10451,New York-New Jersey Trail Conference
10452,NewSage Press
10453,NewSouth Books
10454,Newbridge Educational Publishing
10455,Newbury House Pub
10456,NewburyHouse
10457,Newcastle Pub. Co
10458,Newcastle Publishing
10459,Newcastle Publishing Co
10460,Newcastle Publishing Company
10461,Newchi Publishing
10462,Newest Publishers
10463,Newfane Press
10464,Newfield Publications
10465,Newleaf
10466,Newlifestyle Books
10467,Newman Communications
10468,Newmark Management Inst
10469,Newmarket Press
10470,Newnes
10471,Newport House
10472,Newport Publishers
10473,Newroad Pub
10474,"News  Observer, The"
10475,Newsday Books
10476,Newsletter Systems
10477,Newsweek; distributed by Harper  Row
10478,Newton Compton
10479,Newtowne Pub
10480,Nexus (UK)
10481,NiL Ã©ditions
10482,Nichiren Shoshu International Center
10483,Nicholas Books
10484,Nicholas Brealey
10485,Nicholas Brealey Intercultural
10486,Nicholas Brealey Publishing
10487,Nichols Pub Co
10488,Nick Hern Books
10489,Nick Varner
10490,Nickel Press
10491,Nickelodeon Book Club
10492,Nickelodeon Pr
10493,Nicolai
10494,Nicolas-Hays
10495,"Nicolas-Hays, Inc."
10496,NiederÃ¶sterreichisches Pressehaus
10497,"Niemeyer, TÃ?Â¼bingen"
10498,Night Shade Books
10499,Night Sky Books
10500,Nightingale-Conant
10501,Nightwood Editions
10502,Nihon Geijutsu Shuppansha
10503,Nihon Vogue Pub. Co.
10504,Nijgh  Ditmar
10505,Nijgh  Van Ditmar
10506,Nil
10507,Nil Editions
10508,Nilgiri Press
10509,Nimbus
10510,Nimbus Pub
10511,Nimbus Publishing (CN)
10512,Nimbus Publishing Ltd
10513,"Nimbus Publishing, Ltd."
10514,"Nimrod House, Incorporated"
10515,Ninefish
10516,Ninfa Publicaciones
10517,Nintendo of America
10518,Nippon Steel Metal Products Co
10519,Nite Owl Books
10520,Nitty Gritty Productions
10521,Nlp Comprehensive
10522,No Exit Pr
10523,No Exit Press
10524,"No Greater Joy Ministries, Inc."
10525,No Media Kings
10526,No Starch Press
10527,No Voice Unheard
10528,Nobility Press
10529,Noble House
10530,Noble Porter Pr
10531,Noble Porter Press
10532,Noble Pr
10533,Noble Press Inc
10534,Noble Publishing Associates
10535,Nodin Press
10536,Noetzel
10537,Noguer
10538,Noguer y Caralt
10539,Noguer y Caralt Editores
10540,Noir
10541,Noir sur blanc
10542,Noli me tangere
10543,Nolo
10544,Nolo Press
10545,Nolo.Com
10546,Nolo.com
10547,Nomad Press
10548,Nomos
10549,Non Fit Pr
10550,Nonpareil Books
10551,Noonday Press
10552,Noray
10553,Nord-Sud Verlag
10554,Nordbok
10555,Nordbook
10556,Nordic Knight Press
10557,Nori sur blanc
10558,Norma
10559,Norman Hudson  Company
10560,Norman Robertson Media
10561,Norse Press
10562,Norstedt
10563,North American Association of Christians in S
10564,North American Fishing Club
10565,North American Hunting Club
10566,North American Outdoor Group
10567,North Atlantic Books
10568,North Books
10569,North Carolina Division of Archives  History
10570,North Carolina State University
10571,North Carolina Wesleyan
10572,North Country Books
10573,North Country Press
10574,"North Country Press, Inc"
10575,North Country Publishing
10576,"North Dakota State University, Institute for"
10577,North Light Books
10578,North Point Press
10579,North River Press
10580,North South Books
10581,North Star Line
10582,North Star Pr of st Cloud
10583,North Star Press of St. Cloud
10584,North Star Publications (MA)
10585,North Winds Press
10586,North York Moors National Park Authority
10587,North-South Books
10588,North/Southwest Pub Collection
10589,NorthWord Press
10590,Northeast Fndtn for Children
10591,Northeastern Univ Pr
10592,Northeastern University Press
10593,Northern Illinois Univ Pr
10594,Northern Illinois University Press
10595,Northern Lights Pub
10596,Northern Territory University Press
10597,Northfield Press
10598,Northland Books
10599,Northland Pub
10600,Northland Publishing
10601,Northlight Communications
10602,"Northstar Publishing, Co. (NV)"
10603,Northstone Publishing
10604,Northwest Distributors
10605,Northwest Environment
10606,Northwest Environment Watch
10607,Northwest Parent Publishing
10608,Northwest Pub
10609,Northwest Publishing Inc.
10610,Northwestern
10611,Northwestern Pub. House
10612,Northwestern Publishing House
10613,Northwestern Univ Pr
10614,Northwestern University Press
10615,Northwood Pr
10616,Northword Press
10617,Norton
10618,Norton*(ww Norton Co
10619,Norvik Press
10620,Norwalk Pr
10621,Norwalk Press
10622,Nosil a Publishing
10623,Nossa y Jara Editores
10624,Not Applicable
10625,Not Avail
10626,Not Just Beans
10627,Notrya Editora
10628,Nottingham Books
10629,Nottingham Publishing
10630,Nouveau MillÃ?Â©naire
10631,Nouvelle optique
10632,Nouvelles Editions
10633,Nouvelles editions africaines
10634,Nova Audio Books
10635,Nova Press
10636,"Nova Publishing, Corp."
10637,Nova Science Pub Inc
10638,Nova Science Publishers
10639,Novalis Press (CN)
10640,Novel Approach Pubns Llc
10641,Novel Units
10642,"NovelBooks, Inc"
10643,"NovelBooks, Inc."
10644,Novelbooks
10645,Novella
10646,Novello
10647,Novello Festival Press
10648,November Press
10649,Ntc/contemporary+publishing Co
10650,NuVision Publications
10651,Nucleus Publications
10652,Nueva Era
10653,Nueva Imagen
10654,Nuevas Estructuras
10655,Nuevo Extremo
10656,Nuova ERI/Rizzoli
10657,Nuova Eri Rizzoli
10658,Nushatogaini Press
10659,Nutcracker Publishing Co.
10660,Nutri Books Corp
10661,Nutrition Encounter
10662,Nutrition Times Pr
10663,Nutty Books
10664,Nymphenburger
10665,Nymphenburger Verlagshandlung
10666,NÃ¡rodnÃ¡ obroda
10667,NÃ³rdica
10668,O M F Books
10669,O S P Publishing Inc
10670,O T R Pub
10671,O'Brien Press
10672,O'Neil Publishing
10673,O'Reilly
10674,O'Reilly  Associates
10675,"O'mara, Michael Books"
10676,O. Jacob
10677,O. Nelson
10678,O. Orban
10679,O. Penzler Books
10680,O. W. Barth Bei Scherz
10681,OCLC
10682,OECD/Iea
10683,OGO Books
10684,ORAFA Pub. Co
10685,OUP Australia and New Zealand
10686,OUP Canada
10687,Oak Knoll Press
10688,Oak Tree Press
10689,Oak Tree Press (IL)
10690,Oak Tree Press (Ireland)
10691,Oak Tree Press Co
10692,Oak Tree Publications
10693,Oak Tree Publishing (IL)
10694,Oak Tree Pubns
10695,Oak Valley Press
10696,Oak Woods Media
10697,OakHill Press
10698,Oakbrook Publishing House
10699,Oakland CA
10700,Oaklea Publishing
10701,Oasis Audio
10702,Oasis House
10703,Oasis Press
10704,Obadiah Press
10705,Obbotte Publishing House
10706,Obelisco
10707,Obelisk Publications
10708,Oberlin College Press
10709,Oberon Books
10710,Oberon Pr
10711,Oberon Press
10712,Oberstebrink Verlag
10713,Objetiva
10714,Obsidian
10715,"Obsidian Books, Etc"
10716,Obsidian Pub Pr
10717,Occasional Productions
10718,Ocean Blue Pub
10719,Ocean Cruise Guides
10720,Ocean Press
10721,Ocean Press (AU)
10722,Ocean Tree Books
10723,Oceana Publications Inc
10724,Oceana Pubns
10725,Oceano
10726,Oceano De Mexico
10727,"Oceano Grupo Editorial, S.A."
10728,Octagon Books
10729,"Octagon Press, Limited"
10730,Octameron Associates
10731,Octopus
10732,Octopus Books
10733,Octopus Books Ltd
10734,Octopus Publising Group Plc
10735,Octopus/Heinemann
10736,Octopus/Mayflower
10737,Odd Girls Press
10738,Odessa
10739,Odile Jacob
10740,Odisea Editorial
10741,Odonian Press
10742,Odyssey Classics
10743,Odyssey Publications Ltd
10744,Oesch
10745,Oesch Verlag
10746,Oetinger
10747,Oetinger Verlag
10748,Offbyone Pr
10749,"Office of Research and Publications, Ateneo de Manila University"
10750,Offspring Press
10751,Ogden Pub Inc
10752,Ogp
10753,Oh ! Ã?Â?ditions
10754,Oh Edition
10755,Oh Editions
10756,Ohara Publications
10757,Ohara Pubns
10758,Ohio State Univ Pr
10759,Ohio State University Press
10760,Ohio Univ Pr
10761,Ohio Univ Pr (T)
10762,Ohio University Center for International Stud
10763,Ohio University Press
10764,"Ohio, C. E. Merrill Pub. Co"
10765,Okeanida
10766,OktoberfÃ¶rl
10767,Olaneta
10768,Old Cove Press
10769,Old Earth Books
10770,Old New York Book Shop Press
10771,"Old Salt Box Publishing Company, Incorporated"
10772,Old School Books
10773,Old World Christmas
10774,Oldcastle Books
10775,Oldenbourg
10776,"Oldenbourg Wiss., Mchn."
10777,Olifante
10778,Olifante Ediciones de PoesÃ­a
10779,Olin Frederick
10780,Olive Press
10781,Oliver-Nelson
10782,Oliver-Nelson Books
10783,Olivia  Hill Pr
10784,Olle  Wolter
10785,Ollero  Ramos
10786,Olms
10787,Olmstead Press
10788,Olmsted  Brothers Map Co
10789,Olmsted Brothers Map Company
10790,Olympic Marketing Corporation
10791,Olympus Pub. Co
10792,Olzog
10793,Omega
10794,Omega Publications (NY)
10795,Ominibus Books
10796,Ominibus Press
10797,Omnibus
10798,Omnibus Books
10799,Omnibus Press
10800,Omnicon
10801,Omnigraphics
10802,On Cape Publications
10803,On Demand Print
10804,On Your Own Publications
10805,On the Road Publishing
10806,OnWord Press
10807,Once Around
10808,Oncken
10809,"Oncken Vlg., Haan"
10810,Onder protectoraat van Uitgeverij Atlas
10811,Ondorisha Publishers
10812,One Caring Place/Abbey Press
10813,One Hour Entertainment
10814,One Off Press
10815,One Peaceful World Press
10816,One Planet Publishing House
10817,One Shot Holdings
10818,One Spirit
10819,One World
10820,One World/Ballantine
10821,One World/Strivers Row
10822,Oneworld Publications
10823,Oni Press
10824,Onjinjinkta Publishing
10825,Online Press Inc.
10826,Onlywomen Pr Ltd
10827,Onlywomen Press
10828,Ontario Review Pr
10829,Ontario Review Press
10830,Onyx Books
10831,"Onyx, Published By New American Library"
10832,Oolichan
10833,Oolichan Books
10834,Opal Creek Press
10835,Open Books
10836,Open Chain Publishing
10837,Open City Books
10838,Open Court Pub. Co
10839,Open Court Publishing Company
10840,Open Hand Pub.
10841,Open Press
10842,Open Road
10843,Open Sky
10844,Open University Press
10845,Open University Worldwide
10846,Open Window Creations
10847,Ophrys
10848,Oppenheim Toy Portfolio Inc
10849,Optimum
10850,Optimum Pub Intl
10851,Optimum Publishing Intl Inc
10852,Optimum Resources
10853,Orac
10854,Oracle House Publishing
10855,Oracle Publishing Ltd
10856,Orange Frazer Pr Inc
10857,Orb Books
10858,Orbis
10859,Orbis Books
10860,Orbit
10861,Orbit Book Co
10862,Orbit Book Co.
10863,Orbit Books
10864,Orbiting Book Service
10865,Orca Book Pub
10866,Orca Book Publishers
10867,Orchard
10868,Orchard Books
10869,Orchard Books (NY)
10870,Orchises Press
10871,Order from Grand Canyon Railway Gift Shop
10872,Ordfront
10873,Ordnance Survey
10874,Oregon Historical Society Pr
10875,Oregon Historical Society Press
10876,Oregon Institute of Science  Medicine
10877,Oregon State University Press
10878,Oreilly  Associates
10879,Oreilly  Associates Inc
10880,Oreilly Assoc Inc
10881,Orell FÃ?Â¼ssli
10882,Orenda Unity Pr
10883,Orgena Enterprises Ltd
10884,Origin Press (CA)
10885,Original Publications
10886,Originals by Ellsworth E
10887,Orin
10888,Orion
10889,Orion Books
10890,Orion Books Ltd
10891,Orion Business Books
10892,Orion Children's
10893,Orion Media
10894,Orion Pr
10895,Orion Publishing  Media
10896,Orion Publishing Co
10897,Orion Publishing Group
10898,"Orion Publishing Group, Ltd."
10899,Orion Society
10900,Orion mass market paperback
10901,Orloff Press
10902,Orpheus Pubns
10903,Orte-Verlag
10904,"Ortho Book Division, Chevron Chemical Co"
10905,Ortho Books
10906,Ortho Publications
10907,Orthopedic Physical Therapy Product
10908,Oryx Pr
10909,Oryx Press
10910,Osborne McGraw-Hill
10911,Osborne Publishing
10912,Osborne/McGraw-Hill
10913,Oscar Italian
10914,Oscar Publications
10915,Osho International Foundation
10916,Oshun Dynasty Publications
10917,Osprey
10918,Osprey Pub Co
10919,Osprey Publishing (UK)
10920,Osteen-Zalar Publishing
10921,Osterreichischer Agrarverlag
10922,Otava
10923,Other Press
10924,"Otherwise, Inc."
10925,Otherworld Entertainment Corporation
10926,Ottenheimer Publ. Co.
10927,Ottenheimer Publishers
10928,"Ottenheimer Publishers, INC"
10929,"Ottenheimer Publishers, Inc."
10930,Otter B. Books
10931,Otto Penzler
10932,Otto Penzler Books
